edad,hombre,estrato_energia,tipo_ocupacion,maximo_nivel_educativo,ocupado,nivel_educativo_alto,grado_escolar_aprobado,actividad_ultima_semana,cotizante,pet,llave_hogar,llave_persona,llave_vivienda,horas_trabajadas,ingreso_total,tamanio_firma,informal,chunk,chunk_origen,ans_educ,nivel_educ,exp_potencial,estrato_factor,ln_ingreso_total,edu_may_10,mujer
27,1,2,1,6,1,5,11,1,1,1,1,3,4738059,48,994619.6875,5,0,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,11,media,10,2,13.810115719456574,1,0
22,0,3,1,6,1,5,11,1,2,1,1,2,4738060,68,750000,2,1,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,11,media,5,3,13.527828485512494,1,1
34,0,3,4,7,1,6,3,1,2,1,1,1,4738064,40,1000000,1,1,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,12.5,terciaria,15.5,3,13.815510557964274,1,1
31,1,3,1,7,1,6,7,1,1,1,1,1,4738066,50,3412500,5,0,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,14.5,terciaria,10.5,3,15.042955718475353,1,0
26,0,3,1,7,1,6,5,1,1,1,1,2,4738066,40,1388211,5,0,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,13.5,terciaria,6.5,3,14.143526425786495,1,1
54,0,3,1,7,1,6,5,1,1,1,1,1,4738067,48,1171544.375,2,0,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,13.5,terciaria,34.5,3,13.973833415000483,1,1
42,0,3,4,5,1,4,8,1,2,1,1,2,4738067,40,440000,1,1,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,8,secundaria,28,3,12.994530005894443,0,1
57,1,3,4,6,1,5,11,1,2,1,1,1,4738068,65,900000,1,1,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,11,media,40,3,13.710150042306449,1,0
26,1,3,4,6,1,5,11,1,2,1,1,2,4738068,60,800000,1,1,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,11,media,9,3,13.592367006650065,1,0
57,1,2,1,5,1,4,6,1,1,1,1,1,4738069,48,935244.6875,3,0,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,6,secundaria,45,2,13.748563471894874,0,0
37,0,2,1,7,1,6,5,1,1,1,1,3,4738069,48,936119.6875,5,0,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,13.5,terciaria,17.5,2,13.74949861854558,1,1
25,1,2,1,7,1,6,5,1,1,1,1,1,4738070,40,1235244.625,4,0,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,13.5,terciaria,5.5,2,14.026779585352648,1,0
26,0,2,1,7,1,6,4,1,1,1,1,2,4738070,48,1538211,4,0,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,13,terciaria,7,2,14.246130610795227,1,1
26,1,1,4,6,1,5,11,1,2,1,1,1,4738071,60,750000,1,1,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,11,media,9,1,13.527828485512494,1,0
40,0,1,4,6,1,5,11,1,2,1,1,2,4738071,50,450000,1,1,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,11,media,23,1,13.017002861746503,1,1
33,0,1,4,4,1,3,5,1,2,1,1,1,4738072,48,250000,1,1,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,5,primaria,22,1,12.429216196844383,0,1
27,1,1,4,5,1,4,7,1,2,1,1,2,4738072,50,300000,1,1,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,7,secundaria,14,1,12.611537753638338,0,0
54,1,3,4,4,1,3,5,1,1,1,1,1,4738073,70,900000,1,0,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,5,primaria,43,3,13.710150042306449,0,0
32,1,1,2,6,1,5,11,6,1,1,1,1,4741435,112,1813764.625,5,0,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,11,media,15,1,14.410915146552574,1,0
43,0,1,4,4,1,3,5,1,2,1,1,5,4741435,30,420000,1,1,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,5,primaria,32,1,12.948009990259552,0,1
26,1,2,1,3,1,3,3,1,2,1,1,1,4741436,48,846345.5,2,1,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,3,primaria,17,2,13.648682947653855,0,0
29,0,2,4,7,1,6,5,1,2,1,1,2,4741436,60,900000,1,1,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,13.5,terciaria,9.5,2,13.710150042306449,1,1
39,1,2,4,4,1,3,5,1,1,1,3,1,4741436,48,1100000,1,0,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,5,primaria,28,2,13.9108207377686,0,0
50,0,3,1,6,1,5,11,1,1,1,1,1,4741437,48,869453,4,0,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,11,media,33,3,13.675619557261447,1,1
25,1,3,1,6,1,5,11,1,2,1,1,2,4741437,48,900000,3,1,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,11,media,8,3,13.710150042306449,1,0
42,1,3,4,7,1,6,3,1,2,1,1,5,4741437,48,800000,1,1,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,12.5,terciaria,23.5,3,13.592367006650065,1,0
35,1,2,1,6,1,5,11,1,1,1,1,1,4741438,48,1610294.375,5,0,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,11,media,18,2,14.291927561862062,1,0
40,0,2,1,7,1,6,5,1,1,1,1,2,4741438,48,2518333.5,4,0,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,13.5,terciaria,20.5,2,14.739107931202202,1,1
30,1,2,1,7,1,6,5,1,1,1,1,3,4741439,48,1019908.6875,5,0,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,13.5,terciaria,10.5,2,13.835223659194291,1,0
39,0,3,1,7,1,6,9,1,1,1,1,1,4741699,52,2163500,5,0,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,15.5,terciaria,17.5,3,14.587237838647077,1,1
19,0,3,4,7,1,6,1,3,2,1,1,2,4741699,20,210000,1,1,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,11.5,terciaria,1.5,3,12.254862809699606,1,1
37,0,3,1,7,1,6,6,6,1,1,1,2,4742684,40,7850000,5,0,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,14,terciaria,17,3,15.876024089758591,1,1
42,1,3,1,7,1,6,7,1,1,1,1,1,4742684,40,4333333.5,5,0,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,14.5,terciaria,21.5,3,15.281847665219239,1,0
25,1,3,1,7,1,6,5,1,1,1,1,3,4742685,48,1488211,4,0,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,13.5,terciaria,5.5,3,14.213085285397622,1,0
63,1,3,4,6,1,5,11,1,1,1,1,2,4742685,70,800000,1,0,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,11,media,46,3,13.592367006650065,1,0
21,1,3,1,7,1,6,4,1,1,1,1,4,4742685,48,782000,5,0,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,13,terciaria,2,3,13.569610019527449,1,0
67,1,2,1,4,1,3,5,1,1,1,1,1,4742686,48,992743,5,0,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,5,primaria,56,2,13.808227097848015,0,0
53,0,3,1,6,1,5,11,1,1,1,1,1,4742827,48,1188211,5,0,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,11,media,36,3,13.98795937256165,1,1
54,1,3,4,4,1,3,5,2,2,1,1,2,4744374,48,400000,2,1,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,5,primaria,43,3,12.89921982609012,0,0
41,1,4,1,7,1,6,5,1,1,1,1,1,4744375,50,5362500,3,0,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,13.5,terciaria,21.5,4,15.49494084221841,1,0
32,0,4,4,7,1,6,7,1,1,1,1,3,4744376,45,5900000,5,0,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,14.5,terciaria,11.5,4,15.590462908875947,1,1
31,0,3,3,7,1,6,2,1,1,1,1,3,4744377,40,750000,1,0,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,12,terciaria,13,3,13.527828485512494,1,1
53,0,3,3,5,1,4,9,4,2,1,1,2,4744379,16,250000,1,1,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,9,secundaria,38,3,12.429216196844383,0,1
31,0,3,1,7,1,6,4,1,1,1,1,3,4744379,48,1418211,5,0,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,13,terciaria,12,3,14.16490677613277,1,1
25,1,3,1,7,1,6,3,1,1,1,1,5,4744379,48,3250000,5,0,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,12.5,terciaria,6.5,3,14.994165554305921,1,0
51,0,3,4,6,1,5,11,4,1,1,1,2,4744380,18,400000,1,0,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,11,media,34,3,12.89921982609012,1,1
53,1,3,1,7,1,6,5,1,1,1,1,1,4744380,48,1802004.75,4,0,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,13.5,terciaria,33.5,3,14.404410353106991,1,0
23,0,3,1,7,1,6,4,1,2,1,1,3,4744380,50,781242,5,1,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,13,terciaria,4,3,13.568640239980319,1,1
41,0,4,1,7,1,6,9,1,1,1,1,2,4744381,40,10000000,5,0,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,15.5,terciaria,19.5,4,16.11809565095832,1,1
36,1,4,1,7,1,6,5,1,1,1,1,1,4744381,48,5533333,5,0,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,13.5,terciaria,16.5,4,15.526300904417697,1,0
26,0,3,1,7,1,6,2,1,1,1,1,4,4744382,48,888211,5,0,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,12,terciaria,8,3,13.696964606361513,1,1
28,1,3,4,7,1,6,6,1,1,1,1,2,4744382,20,3000000,3,0,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,14,terciaria,8,3,14.914122846632385,1,0
31,0,3,1,6,1,5,11,1,1,1,1,1,4744383,48,992744.6875,3,0,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,11,media,14,3,13.808228797682277,1,1
35,1,3,3,3,1,3,4,1,2,1,1,5,4744383,35,100000,1,1,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,4,primaria,25,3,11.512925464970229,0,0
30,1,3,1,5,1,4,8,1,1,1,1,2,4744383,48,1809877.625,5,0,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,8,secundaria,16,3,14.408769790459079,0,0
47,0,3,3,5,1,4,8,1,1,1,1,3,4744384,48,866666.6875,1,0,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,8,secundaria,33,3,13.672409738362061,0,1
46,0,3,1,7,1,6,5,1,1,1,1,5,4744384,48,3250000,5,0,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,13.5,terciaria,26.5,3,14.994165554305921,1,1
47,1,3,5,7,1,6,5,1,1,1,1,6,4744384,70,3000000,2,0,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,13.5,terciaria,27.5,3,14.914122846632385,1,0
52,0,4,1,7,1,6,5,4,2,1,1,1,4744385,8,500000,2,1,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,13.5,terciaria,32.5,4,13.122363377404328,1,1
21,0,4,1,7,1,6,3,1,1,1,1,2,4744385,60,1300000,5,0,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,12.5,terciaria,2.5,4,14.077874822431765,1,1
26,1,2,1,6,1,5,11,1,1,1,1,1,4744386,48,1237500,5,0,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,11,media,9,2,14.028603773424983,1,0
47,0,2,4,7,1,6,2,4,2,1,1,2,4744387,40,250000,1,1,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,12,terciaria,29,2,12.429216196844383,1,1
51,1,2,5,7,1,6,7,1,3,1,1,1,4744387,40,2000000,2,0,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,14.5,terciaria,30.5,2,14.508657738524219,1,0
50,1,4,4,7,1,6,7,6,1,1,1,1,4744388,15,5000000,1,0,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,14.5,terciaria,29.5,4,15.424948470398375,1,0
58,1,2,4,3,1,3,1,1,2,1,1,1,4744389,70,1500000,2,1,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,1,primaria,51,2,14.22097566607244,0,0
56,1,3,1,7,1,6,5,1,1,1,1,1,4744390,60,3575000,5,0,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,13.5,terciaria,36.5,3,15.089475734110245,1,0
28,0,3,4,7,1,6,6,1,1,1,1,3,4744390,55,4100000,5,0,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,14,terciaria,8,3,15.226497531674536,1,1
26,1,3,4,7,1,6,5,1,1,1,1,4,4744390,50,3300000,5,0,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,13.5,terciaria,6.5,3,15.009433026436708,1,0
37,0,3,4,7,1,6,3,1,1,1,1,2,4744391,48,1500000,5,0,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,12.5,terciaria,18.5,3,14.22097566607244,1,1
33,1,3,1,7,1,6,8,1,1,1,1,1,4744391,52,3435000,5,0,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,15,terciaria,12,3,15.049527483638586,1,0
54,0,4,1,7,1,6,6,1,1,1,1,2,4744392,51,2700000,5,0,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,14,terciaria,34,4,14.808762330974558,1,1
50,0,4,3,1,1,1,0,1,1,1,1,5,4744392,48,781242,1,0,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,0,ninguno,44,4,13.568640239980319,0,1
28,1,4,4,7,1,6,5,1,1,1,1,4,4744393,50,1200000,1,0,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,13.5,terciaria,8.5,4,13.997832114758229,1,0
32,0,4,4,7,1,6,7,1,1,1,1,3,4744393,30,3000000,1,0,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,14.5,terciaria,11.5,4,14.914122846632385,1,1
52,1,2,4,6,1,5,11,1,2,1,1,1,4744395,54,1200000,1,1,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,11,media,35,2,13.997832114758229,1,0
37,1,3,4,7,1,6,8,1,2,1,1,1,4744396,48,1000000,2,1,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,15,terciaria,16,3,13.815510557964274,1,0
30,1,3,4,6,1,5,11,1,2,1,1,3,4744396,48,1000000,2,1,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,11,media,13,3,13.815510557964274,1,0
61,1,2,1,6,1,5,11,1,1,1,1,1,4744397,60,1279877.625,2,0,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,11,media,44,2,14.062275025856556,1,0
24,0,2,4,7,1,6,4,1,1,1,1,5,4744397,40,2789000,5,0,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,13,terciaria,5,2,14.841193666609627,1,1
30,0,2,2,7,1,6,4,1,1,1,1,3,4744397,40,2715333.5,5,0,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,13,terciaria,11,2,14.814425339902202,1,1
27,1,2,4,7,1,6,4,1,1,1,1,6,4744397,40,3150000,5,0,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,13,terciaria,8,2,14.962913010801817,1,0
39,0,3,4,7,1,6,10,1,1,1,1,2,4744399,60,5000000,5,0,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,16,terciaria,17,3,15.424948470398375,1,1
39,1,3,4,7,1,6,10,1,1,1,1,3,4744399,79,1400000,1,0,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,16,terciaria,17,3,14.151982794585487,1,0
38,1,2,1,6,1,5,11,1,1,1,1,1,4744400,50,934556.5,4,0,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,11,media,21,2,13.747827364189225,1,0
29,0,2,1,6,1,5,11,1,1,1,1,2,4744400,48,996556.5,2,0,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,11,media,12,2,13.812061115472247,1,1
48,0,4,2,7,1,6,5,1,1,1,1,1,4744401,30,2161166.5,5,0,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,13.5,terciaria,28.5,4,14.586158680184123,1,1
50,1,4,2,7,1,6,5,1,1,1,1,2,4744401,30,2125000,5,0,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,13.5,terciaria,30.5,4,14.569282360340654,1,0
64,1,4,5,7,1,6,7,1,3,1,1,1,4744402,50,2000000,3,0,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,14.5,terciaria,43.5,4,14.508657738524219,1,0
28,0,2,2,7,1,6,1,1,1,1,1,1,4744403,44,1587000,5,0,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,11.5,terciaria,10.5,2,14.277355999508545,1,1
48,1,5,1,6,1,5,10,1,1,1,1,1,4744404,60,994575.3125,2,0,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,10,media,32,5,13.81007110341842,0,0
22,0,4,4,7,1,6,5,1,2,1,1,1,4744405,48,500000,3,1,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,13.5,terciaria,2.5,4,13.122363377404328,1,1
22,1,4,4,7,1,6,2,1,2,1,1,2,4744405,48,900000,2,1,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,12,terciaria,4,4,13.710150042306449,1,0
32,1,1,1,7,1,6,6,1,1,1,1,2,4744409,48,2708333.25,5,0,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,14,terciaria,12,1,14.811843966742734,1,0
61,0,3,2,7,1,6,6,6,1,1,1,2,4744410,30,7083333,5,0,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,14,terciaria,41,3,15.773255117607766,1,1
27,1,3,1,7,1,6,5,1,1,1,1,3,4744410,48,921119.6875,5,0,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,13.5,terciaria,7.5,3,13.73334526064868,1,0
34,0,5,1,7,1,6,5,1,1,1,1,2,4744411,40,489500,2,0,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,13.5,terciaria,14.5,5,13.101139740952702,1,1
36,1,5,1,4,1,3,5,1,1,1,1,1,4744411,112,1327833.375,2,0,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,5,primaria,25,5,14.099059130513888,0,0
37,0,2,1,6,1,5,11,1,1,1,1,2,4744412,48,1388211,5,0,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,11,media,20,2,14.143526425786495,1,1
35,0,2,4,5,1,4,9,1,2,1,1,2,4744413,70,400000,1,1,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,9,secundaria,20,2,12.89921982609012,0,1
41,1,2,1,3,1,3,4,1,2,1,1,1,4744413,72,866666.6875,2,1,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,4,primaria,31,2,13.672409738362061,0,0
61,1,2,4,1,1,1,0,6,2,1,1,2,4744414,42,300000,1,1,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,0,ninguno,55,2,12.611537753638338,0,0
27,0,3,1,7,1,6,2,1,1,1,1,2,4744415,45,869453,5,0,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,12,terciaria,9,3,13.675619557261447,1,1
35,0,3,5,7,1,6,8,1,1,1,1,3,4744415,54,1200000,2,0,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,15,terciaria,14,3,13.997832114758229,1,1
36,1,3,1,7,1,6,5,1,1,1,1,1,4744416,48,3180000,5,0,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,13.5,terciaria,16.5,3,14.972391754756359,1,0
62,1,3,2,7,1,6,5,1,1,1,1,4,4744416,48,3020833.25,5,0,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,13.5,terciaria,42.5,3,14.92104326189075,1,0
36,0,3,4,6,1,5,11,1,2,1,1,2,4744416,42,700000,1,1,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,11,media,19,3,13.458835614025542,1,1
59,1,3,1,6,1,5,11,1,1,1,1,2,4744419,48,3966666.75,5,0,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,11,media,42,3,15.193436690422052,1,0
35,1,3,1,7,1,6,5,1,1,1,1,3,4744419,48,2281000,5,0,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,13.5,terciaria,15.5,3,14.640124501266525,1,0
34,0,3,5,7,1,6,6,1,2,1,1,1,4744420,30,2000000,2,1,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,14,terciaria,14,3,14.508657738524219,1,1
26,1,2,4,6,1,5,11,1,2,1,1,1,4744422,48,600000,1,1,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,11,media,9,2,13.304684934198283,1,0
35,0,2,4,7,1,6,5,1,1,1,1,2,4744422,50,3000000,5,0,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,13.5,terciaria,15.5,2,14.914122846632385,1,1
62,1,2,4,5,1,4,6,1,2,1,1,1,4744423,35,1200000,1,1,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,6,secundaria,50,2,13.997832114758229,0,0
55,1,3,4,7,1,6,1,1,2,1,1,1,4744424,72,800000,1,1,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,11.5,terciaria,37.5,3,13.592367006650065,1,0
51,1,2,4,4,1,3,5,1,2,1,1,2,4744425,48,600000,2,1,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,5,primaria,40,2,13.304684934198283,0,0
24,0,2,1,6,1,5,11,1,1,1,1,4,4744425,60,899453,2,0,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,11,media,7,2,13.709542079756886,1,1
32,0,2,1,7,1,6,5,1,1,1,1,2,4744426,48,2166666.75,5,0,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,13.5,terciaria,12.5,2,14.588700484659293,1,1
34,1,2,1,7,1,6,3,1,1,1,1,1,4744426,65,1929877.625,4,0,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,12.5,terciaria,15.5,2,14.472967152135025,1,0
59,0,3,4,4,1,3,5,1,2,1,1,1,4744427,25,500000,1,1,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,5,primaria,48,3,13.122363377404328,0,1
47,0,2,1,5,1,4,7,1,1,1,1,2,4744428,48,979453,4,0,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,7,secundaria,34,2,13.794749531550345,0,1
62,0,3,1,7,1,6,3,1,3,1,1,1,4744429,50,3583333.25,4,0,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,12.5,terciaria,43.5,3,15.091804000614022,1,1
49,1,3,4,7,1,6,7,1,1,1,1,1,4744430,48,4000000,5,0,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,14.5,terciaria,28.5,3,15.201804919084164,1,0
55,0,3,1,6,1,5,11,1,1,1,1,1,4744431,48,1210711,5,0,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,11,media,38,3,14.006718348307485,1,1
20,0,3,1,5,1,4,9,1,2,1,1,3,4744431,35,781242,4,1,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,9,secundaria,5,3,13.568640239980319,0,1
58,1,3,4,7,1,6,2,1,2,1,1,2,4744431,48,300000,1,1,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,12,terciaria,40,3,12.611537753638338,1,0
53,0,3,1,7,1,6,5,1,1,1,1,1,4744432,55,3799666.75,5,0,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,13.5,terciaria,33.5,3,15.150423923482554,1,1
23,1,3,4,7,1,6,2,3,2,1,1,2,4744432,12,120000,1,1,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,12,terciaria,5,3,11.695247021764184,1,0
28,0,3,1,6,1,5,11,1,1,1,1,1,4744433,48,995244.6875,4,0,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,11,media,11,3,13.810743902993506,1,1
41,1,3,4,7,1,6,2,1,2,1,1,1,4744435,40,1200000,1,1,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,12,terciaria,23,3,13.997832114758229,1,0
38,0,3,4,7,1,6,5,1,1,1,1,2,4744435,25,1500000,4,0,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,13.5,terciaria,18.5,3,14.22097566607244,1,1
32,1,3,1,7,1,6,2,1,1,1,1,1,4744437,70,1800000,5,0,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,12,terciaria,14,3,14.403297222866392,1,0
49,1,3,4,6,1,5,11,1,2,1,1,1,4744440,60,700000,1,1,9,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_9.html,11,media,32,3,13.458835614025542,1,0
