edad,hombre,estrato_energia,tipo_ocupacion,maximo_nivel_educativo,ocupado,nivel_educativo_alto,grado_escolar_aprobado,actividad_ultima_semana,cotizante,pet,llave_hogar,llave_persona,llave_vivienda,horas_trabajadas,ingreso_total,tamanio_firma,informal,chunk,chunk_origen,ans_educ,nivel_educ,exp_potencial,estrato_factor,ln_ingreso_total,edu_may_10,mujer
48,1,2,1,7,1,6,2,1,2,1,1,1,4566981,48,300000,2,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,12,terciaria,30,2,12.611537753638338,1,0
25,0,2,1,7,1,6,5,1,2,1,1,2,4566981,40,700000,2,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,13.5,terciaria,5.5,2,13.458835614025542,1,1
21,0,2,1,6,1,5,11,1,2,1,1,4,4566981,48,1120000,3,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,11,media,4,2,13.928839243271277,1,1
60,1,2,1,5,1,4,7,1,2,1,1,1,4566982,72,880000,2,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,7,secundaria,47,2,13.687677186454389,0,0
40,0,4,4,7,1,6,3,1,1,1,1,1,4566983,48,2380000,5,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,12.5,terciaria,21.5,4,14.682611045647658,1,1
52,1,3,4,7,1,6,1,1,1,1,1,1,4568349,40,100000,1,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,11.5,terciaria,34.5,3,11.512925464970229,1,0
40,1,2,1,7,1,6,11,1,1,1,1,3,4568350,40,3566666.75,5,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,16.5,terciaria,17.5,2,15.08714203412851,1,0
72,1,2,4,5,1,4,6,1,3,1,1,1,4568351,30,200000,1,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,6,secundaria,60,2,12.206072645530174,0,0
34,0,2,1,7,1,6,5,1,1,1,1,3,4568351,48,1562500,5,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,13.5,terciaria,14.5,2,14.261797660592693,1,1
29,1,2,1,7,1,6,3,1,1,1,1,4,4568351,48,1975000,5,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,12.5,terciaria,10.5,2,14.496078956317358,1,0
48,0,2,4,6,1,5,11,1,1,1,1,1,4568354,46,1250000,5,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,11,media,31,2,14.038654109278484,1,1
26,0,2,1,7,1,6,2,1,1,1,1,3,4568354,48,1279877.625,4,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,12,terciaria,8,2,14.062275025856556,1,1
28,1,3,4,6,1,5,11,1,2,1,1,1,4568355,40,1000000,1,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,11,media,11,3,13.815510557964274,1,0
54,0,3,1,6,1,5,11,1,2,1,1,6,4568355,40,720000,2,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,11,media,37,3,13.487006490992238,1,1
25,0,3,1,6,1,5,11,1,2,1,1,7,4568355,48,650000,2,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,11,media,8,3,13.38472764187182,1,1
59,1,3,1,5,1,4,6,1,1,1,1,1,4568356,40,1496544.375,4,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,6,secundaria,47,3,14.218669258357815,0,0
60,0,3,4,4,1,3,5,1,1,1,1,2,4568356,32,800000,1,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,5,primaria,49,3,13.592367006650065,0,1
31,0,3,1,7,1,6,6,1,1,1,1,3,4568356,40,954877.6875,5,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,14,terciaria,11,3,13.769338535344216,1,1
28,0,3,4,7,1,6,2,1,2,1,1,4,4568356,40,200000,5,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,12,terciaria,10,3,12.206072645530174,1,1
50,1,3,4,7,1,6,2,1,2,1,1,1,4568357,72,1000000,1,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,12,terciaria,32,3,13.815510557964274,1,0
49,0,3,4,7,1,6,11,1,1,1,1,2,4568357,48,5000000,5,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,16.5,terciaria,26.5,3,15.424948470398375,1,1
32,1,3,1,6,1,5,11,1,1,1,1,1,4568358,60,1891500,4,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,11,media,15,3,14.452880723055221,1,0
33,0,3,1,6,1,5,11,1,1,1,1,2,4568358,48,1263333.375,2,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,11,media,16,3,14.049264321372029,1,1
41,0,2,1,7,1,6,5,1,1,1,2,1,4568359,48,1786666.625,5,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,13.5,terciaria,21.5,2,14.39586222105798,1,1
66,1,3,4,4,1,3,5,1,2,1,1,1,4568360,36,600000,2,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,5,primaria,55,3,13.304684934198283,0,0
65,0,3,4,4,1,3,5,1,2,1,1,2,4568360,36,600000,2,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,5,primaria,54,3,13.304684934198283,0,1
36,1,2,1,6,1,5,11,1,1,1,1,2,4568361,48,1171544.375,4,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,11,media,19,2,13.973833415000483,1,0
49,1,3,5,6,1,5,11,1,2,1,1,1,4568363,48,750000,2,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,11,media,32,3,13.527828485512494,1,0
49,0,3,4,6,1,5,11,4,2,1,1,2,4568363,48,600000,1,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,11,media,32,3,13.304684934198283,1,1
50,0,3,1,7,1,6,5,1,1,1,1,1,4568364,40,2846666.75,4,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,13.5,terciaria,30.5,3,14.861659306370647,1,1
25,1,3,1,7,1,6,5,1,1,1,1,2,4568364,40,1279877.625,5,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,13.5,terciaria,5.5,3,14.062275025856556,1,0
26,1,3,1,7,1,6,1,1,1,1,1,2,4568365,48,902786.3125,5,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,11.5,terciaria,8.5,3,13.713241162645323,1,0
27,1,3,1,7,1,6,5,1,1,1,1,3,4568366,48,1261666.625,4,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,13.5,terciaria,7.5,3,14.047944123160477,1,0
47,1,3,2,7,1,6,7,1,1,1,1,2,4568367,40,6933333.5,5,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,14.5,terciaria,26.5,3,15.751851280041897,1,0
41,0,3,5,7,1,6,3,1,2,1,1,1,4568367,50,1000000,2,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,12.5,terciaria,22.5,3,13.815510557964274,1,1
55,1,2,1,6,1,5,11,1,1,1,1,3,4568368,48,1021544.3125,5,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,11,media,38,2,13.836826072132514,1,0
31,0,2,1,6,1,5,11,1,1,1,1,4,4568368,48,1171544.375,5,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,11,media,14,2,13.973833415000483,1,1
54,0,2,1,5,1,4,9,1,2,1,1,5,4568368,35,360000,2,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,9,secundaria,39,2,12.793859310432293,0,1
42,0,2,4,5,1,4,7,1,2,1,1,2,4568369,66,150000,1,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,7,secundaria,29,2,11.918390573078392,0,1
48,0,2,4,4,1,3,5,1,2,1,1,1,4568370,72,400000,1,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,5,primaria,37,2,12.89921982609012,0,1
31,0,3,1,7,1,6,5,1,2,1,1,1,4568372,48,650000,2,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,13.5,terciaria,11.5,3,13.38472764187182,1,1
38,1,3,1,6,1,5,11,1,2,1,1,2,4568372,48,550000,2,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,11,media,21,3,13.217673557208654,1,0
25,1,3,1,6,1,5,11,1,2,1,1,3,4568372,48,940000,2,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,11,media,8,3,13.753635154246187,1,0
33,0,3,1,6,1,5,11,1,2,1,1,4,4568372,40,550000,3,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,11,media,16,3,13.217673557208654,1,1
27,1,3,1,6,1,5,11,1,2,1,1,5,4568372,48,700000,2,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,11,media,10,3,13.458835614025542,1,0
41,0,3,1,7,1,6,4,1,1,1,1,2,4568373,48,919453,5,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,13,terciaria,22,3,13.73153420698384,1,1
54,0,3,4,6,1,5,11,1,1,1,1,1,4568374,40,900000,5,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,11,media,37,3,13.710150042306449,1,1
63,1,3,4,6,1,5,11,1,2,1,1,1,4568375,78,1500000,2,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,11,media,46,3,14.22097566607244,1,0
57,0,3,4,6,1,5,11,1,2,1,1,2,4568375,60,1500000,2,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,11,media,40,3,14.22097566607244,1,1
44,0,3,1,7,1,6,5,1,1,1,1,1,4568376,30,1045476.4375,4,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,13.5,terciaria,24.5,3,13.859983260533255,1,1
30,1,1,1,5,1,4,6,1,2,1,1,1,4568378,54,869453,2,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,6,secundaria,18,1,13.675619557261447,0,0
45,1,2,1,3,1,3,3,1,2,1,1,1,4568379,48,869453,2,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,3,primaria,36,2,13.675619557261447,0,0
32,0,3,1,6,1,5,10,1,2,1,1,1,4568383,48,800000,2,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,10,media,16,3,13.592367006650065,0,1
22,1,2,1,7,1,6,0,1,1,1,1,1,4568384,50,1388211,2,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,11,terciaria,5,2,14.143526425786495,1,0
67,0,2,4,5,1,4,7,1,2,1,1,1,4568385,35,500000,1,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,7,secundaria,54,2,13.122363377404328,0,1
35,1,2,1,6,1,5,11,1,2,1,1,1,4568386,44,840000,3,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,11,media,18,2,13.641157170819497,1,0
60,1,2,4,7,1,6,5,2,2,1,1,3,4568386,28,600000,1,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,13.5,terciaria,40.5,2,13.304684934198283,1,0
33,0,2,1,7,1,6,6,1,2,1,1,4,4568386,66,420000,2,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,14,terciaria,13,2,12.948009990259552,1,1
29,1,2,1,5,1,4,8,1,2,1,2,2,4568386,72,1200000,2,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,8,secundaria,15,2,13.997832114758229,0,0
50,1,2,1,6,1,5,11,1,2,1,1,1,4568387,50,780000,2,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,11,media,33,2,13.567049198665774,1,0
50,0,2,1,6,1,5,11,1,1,1,1,2,4568387,48,927786.375,2,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,11,media,33,2,13.74055678591495,1,1
25,0,2,1,7,1,6,1,1,1,1,1,4,4568387,48,898619.6875,3,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,11.5,terciaria,7.5,2,13.708615184458989,1,1
35,1,2,1,6,1,5,11,1,1,1,1,2,4568388,50,975000,5,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,11,media,18,2,13.790192749979985,1,0
59,1,2,1,6,1,5,11,1,2,1,1,1,4568389,48,869453,4,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,11,media,42,2,13.675619557261447,1,0
23,1,2,1,7,1,6,5,1,1,1,1,1,4568391,48,961953,5,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,13.5,terciaria,3.5,2,13.776720871905466,1,0
26,0,2,1,6,1,5,11,1,1,1,1,2,4568391,48,961953,5,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,11,media,9,2,13.776720871905466,1,1
37,1,1,4,6,1,5,11,1,1,1,1,1,4568392,54,900000,2,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,11,media,20,1,13.710150042306449,1,0
33,1,2,1,4,1,3,5,1,1,1,1,1,4568394,48,1171544.375,2,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,5,primaria,22,2,13.973833415000483,0,0
24,0,2,1,6,1,5,11,1,1,1,1,2,4568394,48,869453,4,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,11,media,7,2,13.675619557261447,1,1
47,1,2,1,6,1,5,11,1,1,1,1,1,4568395,48,1950000,5,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,11,media,30,2,14.48333993053993,1,0
44,0,2,1,6,1,5,11,1,1,1,1,2,4568395,40,844575.3125,2,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,11,media,27,2,13.646589191241851,1,1
54,0,3,4,7,1,6,1,1,2,1,1,1,4568396,50,600000,1,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,11.5,terciaria,36.5,3,13.304684934198283,1,1
56,1,3,1,6,1,5,11,1,1,1,1,2,4568396,48,1512500,3,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,11,media,39,3,14.229274468887134,1,0
32,1,3,1,7,1,6,3,1,1,1,1,3,4568396,60,2248000,5,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,12.5,terciaria,13.5,3,14.625551489995718,1,0
61,0,3,5,6,1,5,11,1,2,1,1,1,4568397,60,2500000,2,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,11,media,44,3,14.73180128983843,1,1
35,0,3,1,6,1,5,11,1,1,1,1,3,4568397,60,600000,2,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,11,media,18,3,13.304684934198283,1,1
49,1,2,4,6,1,5,11,1,2,1,1,1,4568398,48,1500000,1,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,11,media,32,2,14.22097566607244,1,0
52,1,2,4,4,1,3,5,1,2,1,1,1,4568400,90,1200000,1,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,5,primaria,41,2,13.997832114758229,0,0
71,1,3,4,5,1,4,7,1,3,1,1,1,4568401,42,750000,1,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,7,secundaria,58,3,13.527828485512494,0,0
67,0,3,4,3,1,3,2,1,3,1,1,2,4568401,48,800000,1,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,2,primaria,59,3,13.592367006650065,0,1
42,0,6,3,5,1,4,7,1,1,1,1,3,4568402,48,781242,1,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,7,secundaria,29,6,13.568640239980319,0,1
27,0,3,3,6,1,5,10,4,2,1,1,1,4568403,28,700000,1,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,10,media,11,3,13.458835614025542,0,1
83,0,3,4,3,1,3,2,4,2,1,1,1,4568404,10,160000,1,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,2,primaria,75,3,11.982929094215963,0,1
58,0,3,4,6,1,5,11,1,2,1,1,2,4568404,40,800000,1,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,11,media,41,3,13.592367006650065,1,1
28,1,1,1,5,1,4,9,1,2,1,1,1,4568405,60,1000000,2,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,9,secundaria,13,1,13.815510557964274,0,0
28,0,1,4,6,1,5,11,4,2,1,1,2,4568405,2,150000,1,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,11,media,11,1,11.918390573078392,1,1
39,1,1,1,5,1,4,8,1,1,1,1,2,4568406,48,1148211,5,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,8,secundaria,25,1,13.95371563688229,0,0
35,1,1,1,6,1,5,11,1,1,1,1,1,4568407,48,1309000,5,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,11,media,18,1,14.084774044892036,1,0
33,0,1,1,6,1,5,11,1,1,1,1,2,4568407,48,830000,5,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,11,media,16,1,13.62918097977278,1,1
36,1,6,2,7,1,6,5,1,1,1,1,1,4568409,80,17166666,5,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,13.5,terciaria,16.5,6,16.658480038130904,1,0
39,1,6,1,7,1,6,5,1,1,1,1,1,4568410,48,7000000,2,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,13.5,terciaria,19.5,6,15.761420707019587,1,0
52,1,2,4,4,1,3,5,1,2,1,1,1,4568411,40,700000,1,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,5,primaria,41,2,13.458835614025542,0,0
25,0,2,1,6,1,5,11,1,1,1,1,3,4568411,48,930929.4375,4,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,11,media,8,2,13.743938761227865,1,1
24,0,2,1,7,1,6,3,1,2,1,1,4,4568411,40,400000,2,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,12.5,terciaria,5.5,2,12.89921982609012,1,1
20,1,2,1,6,1,5,11,1,2,1,1,6,4568411,60,800000,4,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,11,media,3,2,13.592367006650065,1,0
28,1,2,4,7,1,6,2,1,2,1,1,1,4568412,65,1200000,2,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,12,terciaria,10,2,13.997832114758229,1,0
30,0,2,1,6,1,5,11,1,2,1,1,2,4568412,30,500000,3,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,11,media,13,2,13.122363377404328,1,1
23,1,2,1,7,1,6,4,2,2,1,1,5,4568412,18,75000,2,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,13,terciaria,4,2,11.225243392518447,1,0
65,1,1,4,3,1,3,2,1,2,1,1,1,4568413,48,300000,1,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,2,primaria,57,1,12.611537753638338,0,0
48,0,1,4,6,1,5,11,1,2,1,1,2,4568413,70,600000,1,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,11,media,31,1,13.304684934198283,1,1
21,0,1,1,7,1,6,1,1,1,1,1,3,4568413,40,788211,5,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,11.5,terciaria,3.5,1,13.577521099494428,1,1
66,1,2,1,7,1,6,5,1,3,1,1,1,4568414,53,650000,2,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,13.5,terciaria,46.5,2,13.38472764187182,1,0
54,0,2,3,7,1,6,8,1,2,1,1,2,4568414,51,960000,1,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,15,terciaria,33,2,13.77468856344402,1,1
20,1,2,1,7,1,6,2,1,2,1,1,4,4568414,54,830000,2,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,12,terciaria,2,2,13.62918097977278,1,0
18,0,2,1,6,1,5,11,1,2,1,1,5,4568414,56,700000,2,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,11,media,1,2,13.458835614025542,1,1
31,0,2,1,7,1,6,3,1,2,1,1,6,4568414,72,780000,2,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,12.5,terciaria,12.5,2,13.567049198665774,1,1
42,1,2,1,5,1,4,9,1,2,1,1,7,4568414,50,800000,3,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,9,secundaria,27,2,13.592367006650065,0,0
18,1,2,1,5,1,4,9,1,2,1,1,9,4568414,42,450000,2,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,9,secundaria,3,2,13.017002861746503,0,0
31,1,3,1,7,1,6,5,1,1,1,1,1,4568415,48,3791666.75,5,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,13.5,terciaria,11.5,3,15.148316256111201,1,0
54,0,3,1,5,1,4,8,4,2,1,1,2,4568415,16,250000,2,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,8,secundaria,40,3,12.429216196844383,0,1
53,1,3,5,5,1,4,9,1,2,1,1,3,4568415,48,3200000,2,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,9,secundaria,38,3,14.978661367769956,0,0
44,0,1,4,3,1,3,4,1,2,1,1,1,4568416,48,400000,1,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,4,primaria,34,1,12.89921982609012,0,1
72,1,1,4,3,1,3,3,4,3,1,1,1,4568419,48,200000,1,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,3,primaria,63,1,12.206072645530174,0,0
68,0,1,1,3,1,3,2,4,2,1,1,2,4568419,14,320000,2,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,2,primaria,60,1,12.676076274775909,0,1
25,1,1,1,6,1,5,11,1,2,1,1,3,4568419,38,331666.65625,2,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,11,media,8,1,12.711885696065584,1,0
24,1,3,4,6,1,5,11,2,2,1,1,3,4568420,40,300000,1,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,11,media,7,3,12.611537753638338,1,0
19,0,3,1,5,1,4,9,1,1,1,1,4,4568420,36,680000,5,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,9,secundaria,4,3,13.42984807715229,0,1
46,1,2,1,6,1,5,11,1,1,1,1,1,4568422,48,1191666.625,5,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,11,media,29,2,13.9908634104771,1,0
41,0,2,1,6,1,5,11,1,1,1,1,2,4568422,48,1117377.625,5,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,11,media,24,2,13.926495091643464,1,1
49,0,2,3,7,1,6,3,1,2,1,1,1,4568423,55,650000,1,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,12.5,terciaria,30.5,2,13.38472764187182,1,1
23,0,2,4,7,1,6,2,1,2,1,1,3,4568423,40,240000,1,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,12,terciaria,5,2,12.388394202324129,1,1
30,1,2,1,7,1,6,4,1,1,1,1,1,4568424,45,1200000,2,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,13,terciaria,11,2,13.997832114758229,1,0
47,0,3,1,7,1,6,7,1,1,1,1,2,4568425,9,1800000,5,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,14.5,terciaria,26.5,3,14.403297222866392,1,1
62,1,1,1,3,1,3,3,1,1,1,1,2,4568426,66,1200000,4,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,3,primaria,53,1,13.997832114758229,0,0
39,1,1,1,7,1,6,2,1,1,1,1,3,4568426,72,842718.4375,5,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,12,terciaria,21,1,13.644388180600252,1,0
28,0,1,1,7,1,6,2,1,1,1,1,4,4568426,48,906242,5,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,12,terciaria,10,1,13.717061657525852,1,1
31,0,1,1,6,1,5,11,1,1,1,1,2,4568427,48,869453,5,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,11,media,14,1,13.675619557261447,1,1
19,0,1,4,6,1,5,11,4,2,1,1,7,4568428,20,150000,1,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,11,media,2,1,11.918390573078392,1,1
30,1,2,1,7,1,6,5,1,1,1,1,1,4568430,48,2254806.75,3,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,13.5,terciaria,10.5,2,14.628574828798701,1,0
44,1,2,4,6,1,5,11,1,2,1,1,1,4568431,54,1200000,1,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,11,media,27,2,13.997832114758229,1,0
56,0,4,4,7,1,6,7,6,2,1,1,1,4568432,23,1000000,1,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,14.5,terciaria,35.5,4,13.815510557964274,1,1
40,1,4,4,7,1,6,11,1,1,1,1,1,4568433,48,7800000,5,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,16.5,terciaria,17.5,4,15.86963429165982,1,0
59,1,2,4,6,1,5,11,1,2,1,1,1,4568434,72,450000,2,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,11,media,42,2,13.017002861746503,1,0
